Nro,Año,Período,Código Encuesta,Encuesta,Código Módulo,Módulo,Ficha,Descargar,Descargar.1,Descargar.2,VerPreguntas,VerFicha,SPSS,STATA,CSV
22,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('285','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('285','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo27.zip
23,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('285','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('285','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo28.zip
24,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('285','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('285','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo34.zip
25,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('285','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('285','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo37.zip
26,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('285','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('285','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo77.zip
27,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('285','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('285','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo78.zip
28,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('285','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('285','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo84.zip
29,2009,55,285,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('285','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('285','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/285-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/285-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/285-Modulo85.zip
1,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('279','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('279','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo01.zip
2,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('279','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('279','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo02.zip
3,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('279','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('279','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo03.zip
4,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('279','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('279','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo04.zip
5,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('279','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('279','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo05.zip
6,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('279','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('279','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo07.zip
7,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('279','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('279','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo08.zip
8,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('279','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('279','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo09.zip
9,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('279','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('279','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo10.zip
10,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,11,Servicios a la Vivienda,,,,,"javascript:VerPreguntas('279','11','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Servicios+a+la+Vivienda')","javascript:VerFicha('279','11')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo11.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo11.zip
11,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,12,"Esparcimiento , Diversion y Servicios de Cultura",,,,,"javascript:VerPreguntas('279','12','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Esparcimiento+%2C+Diversion+y+Servicios+de+Cultura')","javascript:VerFicha('279','12')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo12.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo12.zip
12,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,13,Vestido y Calzado,,,,,"javascript:VerPreguntas('279','13','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Vestido+y+Calzado')","javascript:VerFicha('279','13')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo13.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo13.zip
13,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,15,Gastos de Transferencias,,,,,"javascript:VerPreguntas('279','15','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+de+Transferencias')","javascript:VerFicha('279','15')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo15.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo15.zip
14,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,16,Muebles y Enseres,,,,,"javascript:VerPreguntas('279','16','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Muebles+y+Enseres')","javascript:VerFicha('279','16')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo16.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo16.zip
15,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,17,Otros Bienes y Servicios,,,,,"javascript:VerPreguntas('279','17','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Otros+Bienes+y+Servicios')","javascript:VerFicha('279','17')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo17.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo17.zip
16,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,18,Equipamiento del Hogar,,,,,"javascript:VerPreguntas('279','18','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Equipamiento+del+Hogar')","javascript:VerFicha('279','18')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo18.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo18.zip
17,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,22,Producción Agrícola,,,,,"javascript:VerPreguntas('279','22','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Agr%EDcola')","javascript:VerFicha('279','22')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo22.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo22.zip
18,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,23,Subproductos Agricolas,,,,,"javascript:VerPreguntas('279','23','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Agricolas')","javascript:VerFicha('279','23')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo23.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo23.zip
19,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,24,Producción Forestal,,,,,"javascript:VerPreguntas('279','24','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Forestal')","javascript:VerFicha('279','24')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo24.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo24.zip
20,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,25,Gastos en Actividades Agricolas y/o Forestales,,,,,"javascript:VerPreguntas('279','25','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Agricolas+y%2Fo+Forestales')","javascript:VerFicha('279','25')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo25.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo25.zip
21,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,26,Producción Pecuaria,,,,,"javascript:VerPreguntas('279','26','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Producci%F3n+Pecuaria')","javascript:VerFicha('279','26')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo26.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo26.zip
22,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,27,Subproductos Pecuarios,,,,,"javascript:VerPreguntas('279','27','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Subproductos+Pecuarios')","javascript:VerFicha('279','27')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo27.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo27.zip
23,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,28,Gastos en Actividades Pecuarias,,,,,"javascript:VerPreguntas('279','28','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Actividades+Pecuarias')","javascript:VerFicha('279','28')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo28.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo28.zip
24,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,34,Sumarias ( Variables Calculadas ),,,,,"javascript:VerPreguntas('279','34','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Sumarias+%28+Variables+Calculadas+%29')","javascript:VerFicha('279','34')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo34.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo34.zip
25,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,37,Programas Sociales (Miembros del Hogar),,,,,"javascript:VerPreguntas('279','37','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Programas+Sociales++%28Miembros+del+Hogar%29')","javascript:VerFicha('279','37')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo37.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo37.zip
26,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,77,Ingresos del Trabajador Independiente,,,,,"javascript:VerPreguntas('279','77','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Ingresos+del+Trabajador+Independiente')","javascript:VerFicha('279','77')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo77.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo77.zip
27,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,78,Bienes y Servicios de Cuidados Personales,,,,,"javascript:VerPreguntas('279','78','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Bienes+y+Servicios+de+Cuidados+Personales')","javascript:VerFicha('279','78')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo78.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo78.zip
28,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,84,Participación Ciudadana,,,,,"javascript:VerPreguntas('279','84','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Participaci%F3n+Ciudadana')","javascript:VerFicha('279','84')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo84.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo84.zip
29,2010,55,279,Condiciones de Vida y Pobreza - ENAHO,85,"Gobernabilidad, Democracia y Transparencia",,,,,"javascript:VerPreguntas('279','85','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gobernabilidad%2C+Democracia+y+Transparencia')","javascript:VerFicha('279','85')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/279-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/279-Modulo85.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/279-Modulo85.zip
1,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,1,Características de la Vivienda y del Hogar,,,,,"javascript:VerPreguntas('291','01','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+la+Vivienda+y+del+Hogar')","javascript:VerFicha('291','01')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo01.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo01.zip
2,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,2,Características de los Miembros del Hogar,,,,,"javascript:VerPreguntas('291','02','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Caracter%EDsticas+de+los+Miembros+del+Hogar')","javascript:VerFicha('291','02')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo02.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo02.zip
3,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,3,Educación,,,,,"javascript:VerPreguntas('291','03','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Educaci%F3n')","javascript:VerFicha('291','03')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo03.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo03.zip
4,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,4,Salud,,,,,"javascript:VerPreguntas('291','04','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Salud')","javascript:VerFicha('291','04')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo04.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo04.zip
5,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,5,Empleo e Ingresos,,,,,"javascript:VerPreguntas('291','05','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Empleo+e+Ingresos')","javascript:VerFicha('291','05')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo05.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo05.zip
6,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,7,Gastos en Alimentos y Bebidas (Módulo 601),,,,,"javascript:VerPreguntas('291','07','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Gastos+en+Alimentos+y+Bebidas+%28M%F3dulo+601%29')","javascript:VerFicha('291','07')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo07.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo07.zip
7,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,8,Instituciones Beneficas,,,,,"javascript:VerPreguntas('291','08','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Instituciones+Beneficas')","javascript:VerFicha('291','08')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo08.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo08.zip
8,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,9,Mantenimiento de la Vivienda,,,,,"javascript:VerPreguntas('291','09','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Mantenimiento+de+la+Vivienda')","javascript:VerFicha('291','09')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo09.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo09.zip
9,2011,55,291,Condiciones de Vida y Pobreza - ENAHO,10,Transportes y Comunicaciones,,,,,"javascript:VerPreguntas('291','10','Condiciones+de+Vida+y+Pobreza+%2D+ENAHO','Transportes+y+Comunicaciones')","javascript:VerFicha('291','10')",https://proyectos.inei.gob.pe/iinei/srienaho/descarga/SPSS/291-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/STATA/291-Modulo10.zip,https://proyectos.inei.gob.pe/iinei/srienaho/descarga/CSV/291-Modulo10.zip
